tweet_id,timestamp,text,name,numerator,denominator,dog_stage,rating_ratio,dog_breed50,dog_breed60,dog_breed70,dog_breed80,dog_breed90,favorite_count,retweet_count
823699002998870016,2017-01-24 01:08:40+00:00,This is Winston. The goggles make him a superhero. Protects the entire city from criminals unless they rub his belly really well. 12/10 ,Winston,12.0,10.0,None,1.2,None,None,None,None,None,14442.0,2627.0
823581115634085888,2017-01-23 17:20:14+00:00,This is Crawford. He's quite h*ckin good at the selfies. Nose is incredibly boopable. 11/10 would snapchat ,Crawford,11.0,10.0,None,1.1,None,None,None,None,None,13506.0,2748.0
823333489516937216,2017-01-23 00:56:15+00:00,@HistoryInPics 13/10,None,13.0,10.0,None,1.3,,,,,,725.0,26.0
823322678127919110,2017-01-23 00:13:17+00:00,This is Wyatt. He's got the fastest paws in the West. H*ckin deadly. 11/10 would ride into the sunset with ,Wyatt,11.0,10.0,None,1.1,None,None,None,None,None,16313.0,4201.0
823269594223824897,2017-01-22 20:42:21+00:00,We only rate dogs. Please don't send pics of men capturing low level clouds. Thank you... 11/10 ,None,11.0,10.0,None,1.1,samoyed,None,None,None,None,0.0,10329.0
822975315408461824,2017-01-22 01:12:59+00:00,This is Albus. He's soaked as h*ck. Seems to have misplaced an ear as well. Still in good spirits tho. 12/10 would dry ,Albus,12.0,10.0,None,1.2,None,None,None,None,None,17932.0,3597.0
822872901745569793,2017-01-21 18:26:02+00:00,Here's a super supportive puppo participating in the Toronto  #WomensMarch today. 13/10 ,None,13.0,10.0,None,1.3,None,None,None,None,None,136897.0,45332.0
822859134160621569,2017-01-21 17:31:20+00:00,This is Hobbes. He was told he was going to the park. Ended up at the vet. H*ckin bamboozled. Quite pupset with you. 12/10 ,Hobbes,12.0,10.0,None,1.2,None,None,None,None,None,13751.0,2394.0
822647212903690241,2017-01-21 03:29:14+00:00,This is Paisley. She really wanted to be president this time. Dreams officially crushed. 13/10 ,Paisley,13.0,10.0,None,1.3,None,None,None,None,None,0.0,6692.0
822610361945911296,2017-01-21 01:02:48+00:00,Please stop sending in non-canines like this Very Pettable Dozing Bath Tortoise. We only rate dogs. Only send dogs... 12/10 ,None,12.0,10.0,None,1.2,cocker spaniel,cocker spaniel,None,None,None,15347.0,3083.0
822462944365645825,2017-01-20 15:17:01+00:00,"This is Gabe. He was the unequivocal embodiment of a dream meme, but also one h*ck of a pupper. You will be missed by so many. 14/10 RIP ",Gabe,14.0,10.0,None,1.4,pomeranian,pomeranian,pomeranian,pomeranian,pomeranian,29346.0,15113.0
822163064745328640,2017-01-19 19:25:24+00:00,This is Mattie. She's extremely dangerous. Will bite your h*ckin finger right off. Still 11/10 would pet with caution ,Mattie,11.0,10.0,None,1.1,,,,,,0.0,5018.0
821886076407029760,2017-01-19 01:04:45+00:00,This is Jimison. He was just called a good boy. 13/10 ,Jimison,13.0,10.0,None,1.3,None,None,None,None,None,11772.0,2429.0
821813639212650496,2017-01-18 20:16:54+00:00,Meet Hercules. He can have whatever he wants for the rest of eternity. 12/10 would snug passionately ,Hercules,12.0,10.0,None,1.2,saint bernard,saint bernard,saint bernard,saint bernard,saint bernard,0.0,3501.0
821765923262631936,2017-01-18 17:07:18+00:00,This is Duchess. She uses dark doggo forces to levitate her toys. 13/10 magical af ,Duchess,13.0,10.0,doggo,1.3,golden retriever,golden retriever,golden retriever,golden retriever,golden retriever,8732.0,1725.0
821522889702862852,2017-01-18 01:01:34+00:00,This is Harlso. He has a really good idea but isn't sure you're going to like it. 13/10 he'll just keep it to himself ,Harlso,13.0,10.0,None,1.3,doberman,doberman,doberman,None,None,8330.0,1848.0
821421320206483457,2017-01-17 18:17:58+00:00,This is Sampson. He just graduated. Ready to be a doggo now. Time for the real world. 12/10 have fun with taxes ,Sampson,12.0,10.0,doggo,1.2,,,,,,0.0,5852.0
821407182352777218,2017-01-17 17:21:47+00:00,This is Sundance. He's a doggo drummer. Even sings a bit on the side. 14/10 entertained af (vid by @sweetsundance) ,Sundance,14.0,10.0,doggo,1.4,irish setter,None,None,None,None,12236.0,4535.0
821153421864615936,2017-01-17 00:33:26+00:00,@imgur for a polar bear tho I'd say 13/10 is appropriate,None,13.0,10.0,None,1.3,,,,,,264.0,10.0
821149554670182400,2017-01-17 00:18:04+00:00,This is Luca. He got caught howling. H*ckin embarrassed. 12/10 ,Luca,12.0,10.0,None,1.2,german shepherd,None,None,None,None,9023.0,2095.0
821107785811234820,2017-01-16 21:32:06+00:00,Here's a doggo who looks like he's about to give you a list of mythical ingredients to go collect for his potion. 11/10 would obey ,None,11.0,10.0,doggo,1.1,pomeranian,pomeranian,pomeranian,pomeranian,None,9959.0,2231.0
821044531881721856,2017-01-16 17:20:45+00:00,This is Flash. He went way too hard celebrating Martin Luther King Day last night. 12/10 now he's having a dream in his honor ,Flash,12.0,10.0,None,1.2,None,None,None,None,None,13143.0,2391.0
820837357901512704,2017-01-16 03:37:31+00:00,This is Finn. He's wondering if you come here often. Fr*ckin flirtatious af. 12/10 would give number to ,Finn,12.0,10.0,None,1.2,,,,,,0.0,7048.0
820690176645140481,2017-01-15 17:52:40+00:00,The floofs have been released I repeat the floofs have been released. 84/70 ,None,84.0,70.0,None,1.2,west highland white terrier,west highland white terrier,west highland white terrier,west highland white terrier,None,12678.0,3378.0
820494788566847489,2017-01-15 04:56:16+00:00,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

",None,14.0,10.0,None,1.4,,,,,,0.0,592.0
820446719150292993,2017-01-15 01:45:15+00:00,This is Peaches. She's the ultimate selfie sidekick. Super sneaky tongue slip appreciated. 13/10 ,Peaches,13.0,10.0,None,1.3,golden retriever,golden retriever,golden retriever,golden retriever,golden retriever,0.0,2693.0
820314633777061888,2017-01-14 17:00:24+00:00,"We are proud to support @LoveYourMelon on their mission to put a hat on every kid battling cancer. They are 14/10

 ",None,14.0,10.0,None,1.4,gordon setter,gordon setter,gordon setter,gordon setter,gordon setter,3471.0,592.0
820078625395449857,2017-01-14 01:22:35+00:00,I've never wanted to go to a camp more in my entire life. 12/10 for all on board ,None,12.0,10.0,None,1.2,None,None,None,None,None,20601.0,6564.0
820013781606658049,2017-01-13 21:04:55+00:00,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
",Oliver,13.0,10.0,None,1.3,,,,,,0.0,1238.0
819952236453363712,2017-01-13 17:00:21+00:00,"This is Oliver. He has dreams of being a service puppo so he can help his owner. 13/10 selfless af

make it happen:
 ",Oliver,13.0,10.0,None,1.3,american staffordshire terrier,american staffordshire terrier,american staffordshire terrier,american staffordshire terrier,american staffordshire terrier,5533.0,1238.0
819924195358416896,2017-01-13 15:08:56+00:00,Here we have a doggo who has messed up. He was hoping you wouldn't notice. 11/10 someone help him ,None,11.0,10.0,doggo,1.1,None,None,None,None,None,13399.0,5096.0
819711362133872643,2017-01-13 01:03:12+00:00,This is Howie. He just bloomed. 11/10 revolutionary af ,Howie,11.0,10.0,None,1.1,None,None,None,None,None,13972.0,3256.0
819588359383371776,2017-01-12 16:54:26+00:00,This is Jazzy. She just found out that sandwich wasn't for her. Shocked and puppalled. 13/10 deep breaths Jazzy ,Jazzy,13.0,10.0,None,1.3,cardigan,None,None,None,None,9982.0,2071.0
819347104292290561,2017-01-12 00:55:47+00:00,Say hello to Anna and Elsa. They fall asleep in similar positions. It's pretty wild. Both 12/10 would snug simultaneously ,Anna,12.0,10.0,None,1.2,rottweiler,rottweiler,rottweiler,rottweiler,rottweiler,7507.0,1261.0
819238181065359361,2017-01-11 17:42:57+00:00,"Some happy pupper news to share. 10/10 for everyone involved 
",None,10.0,10.0,None,1.0,,,,,,2376.0,426.0
819015337530290176,2017-01-11 02:57:27+00:00,This is Bo. He was a very good First Doggo. 14/10 would be an absolute honor to pet ,Bo,14.0,10.0,doggo,1.4,None,None,None,None,None,0.0,38565.0
819015331746349057,2017-01-11 02:57:26+00:00,This is Sunny. She was also a very good First Doggo. 14/10 would also be an absolute honor to pet ,Sunny,14.0,10.0,doggo,1.4,None,None,None,None,None,0.0,19815.0
818646164899774465,2017-01-10 02:30:30+00:00,This is Seamus. He's very bad at entering pools. Still a very good boy tho 11/10 ,Seamus,11.0,10.0,None,1.1,,,,,,0.0,21977.0
818627210458333184,2017-01-10 01:15:10+00:00,Meet Wafer. He represents every fiber of my being. 13/10 very good dog ,Wafer,13.0,10.0,None,1.3,None,None,None,None,None,23268.0,7898.0
818614493328580609,2017-01-10 00:24:38+00:00,This is Bear. He's a passionate believer of the outdoors. Leaves excite him. 12/10 would hug softly ,Bear,12.0,10.0,None,1.2,None,None,None,None,None,10244.0,2694.0
818588835076603904,2017-01-09 22:42:41+00:00,This is Chelsea. She forgot how to dog. 11/10 get it together pupper ,Chelsea,11.0,10.0,None,1.1,None,None,None,None,None,0.0,6445.0
818536468981415936,2017-01-09 19:14:36+00:00,This is Tom. He's a silly dog. Known for his unconventional swing style. One h*ck of a sneaky tongue slip too. 11/10 would push ,Tom,11.0,10.0,None,1.1,None,None,None,None,None,11365.0,2595.0
818307523543449600,2017-01-09 04:04:51+00:00,Meet Moose. He doesn't want his friend to go back to college. 13/10 looks like you're staying home John ,Moose,13.0,10.0,None,1.3,,,,,,0.0,8513.0
818259473185828864,2017-01-09 00:53:55+00:00,This is Florence. He saw the same snap you sent him on your story. Pretty pupset with you. 12/10 ,Florence,12.0,10.0,None,1.2,None,None,None,None,None,11469.0,2391.0
818145370475810820,2017-01-08 17:20:31+00:00,This is Autumn. Her favorite toy is a cheeseburger. She takes it everywhere. 11/10 ,Autumn,11.0,10.0,None,1.1,golden retriever,golden retriever,None,None,None,12777.0,2705.0
817908911860748288,2017-01-08 01:40:55+00:00,"Looks like he went cross-eyed trying way too hard to use the force. 12/10 
",None,12.0,10.0,None,1.2,,,,,,5042.0,837.0
817777686764523521,2017-01-07 16:59:28+00:00,"This is Dido. She's playing the lead role in ""Pupper Stops to Catch Snow Before Resuming Shadow Box with Dried Apple."" 13/10 (IG: didodoggo) ",Dido,13.0,10.0,doggo,1.3,curly-coated retriever,curly-coated retriever,curly-coated retriever,None,None,11165.0,2828.0
817536400337801217,2017-01-07 01:00:41+00:00,"Say hello to Eugene &amp; Patti Melt. No matter how dysfunctional they get, they will never top their owners. Both 12/10 would pet at same time ",Eugene,12.0,10.0,None,1.2,pug,pug,pug,pug,pug,12275.0,3126.0
817502432452313088,2017-01-06 22:45:43+00:00,Meet Herschel. He's slightly bigger than ur average pupper. Looks lonely. Could probably ride 7/10 would totally pet ,Herschel,7.0,10.0,None,0.7,,,,,,0.0,3565.0
817415592588222464,2017-01-06 17:00:38+00:00,"Meet Strudel. He's rather h*ckin pupset that your clothes clash. 11/10 click the link to see how u can help Strudel

 ",Strudel,11.0,10.0,None,1.1,doberman,doberman,doberman,doberman,None,5839.0,1005.0
817181837579653120,2017-01-06 01:31:47+00:00,Here's a pupper with squeaky hiccups. Please enjoy. 13/10 ,None,13.0,10.0,None,1.3,tibetan mastiff,None,None,None,None,0.0,8894.0
817171292965273600,2017-01-06 00:49:53+00:00,This is Tebow. He kindly requests that you put down the coffee and play with him. 13/10 such a good boy ,Tebow,13.0,10.0,None,1.3,None,None,None,None,None,9108.0,2122.0
817120970343411712,2017-01-05 21:29:55+00:00,Name a more iconic quartet... I'll wait. 13/10 for all ,None,13.0,10.0,None,1.3,saluki,None,None,None,None,12701.0,2734.0
817056546584727552,2017-01-05 17:13:55+00:00,This is Chloe. She fell asleep at the wheel. Absolute menace on the roadways. Sneaky tongue slip tho. 11/10 ,Chloe,11.0,10.0,None,1.1,kelpie,kelpie,kelpie,kelpie,None,8942.0,1721.0
816829038950027264,2017-01-05 02:09:53+00:00,This is Betty. She's assisting with the dishes. Such a good puppo. 12/10 h*ckin helpful af ,Betty,12.0,10.0,None,1.2,None,None,None,None,None,0.0,4947.0
816816676327063552,2017-01-05 01:20:46+00:00,This is Timber. He misses Christmas. Specifically the presents part. 12/10 cheer pup Timber ,Timber,12.0,10.0,None,1.2,malamute,malamute,None,None,None,10450.0,2147.0
816697700272001025,2017-01-04 17:27:59+00:00,This is Binky. She appears to be rather h*ckin cozy. Nifty leg cross as well. 12/10 would snug well ,Binky,12.0,10.0,None,1.2,chihuahua,chihuahua,chihuahua,None,None,10205.0,2299.0
816336735214911488,2017-01-03 17:33:39+00:00,This is Dudley. He found a flower and now he's a queen. 11/10 would be an honor to pet ,Dudley,11.0,10.0,None,1.1,labrador retriever,labrador retriever,labrador retriever,labrador retriever,labrador retriever,8968.0,2046.0
816091915477250048,2017-01-03 01:20:49+00:00,This is Comet. He's a Wild Estonian Poofer. Surprised they caught him. 12/10 would pet well ,Comet,12.0,10.0,None,1.2,pomeranian,pomeranian,pomeranian,pomeranian,pomeranian,9303.0,2252.0
816062466425819140,2017-01-02 23:23:48+00:00,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

",Jack,11.0,10.0,doggo,1.1,,,,,,0.0,1083.0
816014286006976512,2017-01-02 20:12:21+00:00,This is Larry. He has no self control. Tongue still nifty af tho 11/10 ,Larry,11.0,10.0,None,1.1,english setter,english setter,None,None,None,0.0,5544.0
815990720817401858,2017-01-02 18:38:42+00:00,"Meet Jack. He's one of the rare doggos that doesn't mind baths. 11/10 click the link to see how you can help Jack!

 ",Jack,11.0,10.0,doggo,1.1,None,None,None,None,None,5180.0,1083.0
815745968457060357,2017-01-02 02:26:09+00:00,Say hello to Levi. He's a Madagascan Butterbop. One of the more docile Butterbops I've seen. 12/10 would give all the pets h…,Levi,12.0,10.0,None,1.2,,,,,,0.0,4352.0
815736392542261248,2017-01-02 01:48:06+00:00,This is Akumi. It's his birthday. He received many lickable gifts. 11/10 happy h*ckin birthday ,Akumi,11.0,10.0,None,1.1,border collie,None,None,None,None,10270.0,2384.0
815639385530101762,2017-01-01 19:22:38+00:00,This is Titan. His nose is quite chilly. Requests to return to the indoors. 12/10 would boop to warm ,Titan,12.0,10.0,None,1.2,german shepherd,german shepherd,german shepherd,german shepherd,None,8575.0,1728.0
815390420867969024,2017-01-01 02:53:20+00:00,Happy New Year from the squad! 13/10 for all ,None,13.0,10.0,None,1.3,None,None,None,None,None,10812.0,3996.0
814986499976527872,2016-12-31 00:08:17+00:00,This is Cooper. Someone attacked him with a sharpie. Poor pupper. 11/10 nifty tongue slip tho ,Cooper,11.0,10.0,None,1.1,dalmatian,dalmatian,dalmatian,dalmatian,dalmatian,7978.0,1350.0
814638523311648768,2016-12-30 01:05:33+00:00,This is Olivia. She's a passionate advocate of candid selfies. 12/10 would boop shnoop ,Olivia,12.0,10.0,None,1.2,golden retriever,golden retriever,None,None,None,11755.0,2847.0
814578408554463233,2016-12-29 21:06:41+00:00,Meet Beau &amp; Wilbur. Wilbur stole Beau's bed from him. Wilbur now has so much room for activities. 9/10 for both pups ,Beau,9.0,10.0,None,0.9,,,,,,0.0,6127.0
814530161257443328,2016-12-29 17:54:58+00:00,This is Alf. Someone just rubbed a balloon on his head. He's only a little pupset about it. 12/10 would pet well ,Alf,12.0,10.0,None,1.2,miniature poodle,miniature poodle,None,None,None,9021.0,1950.0
814153002265309185,2016-12-28 16:56:16+00:00,This is Oshie. He's ready to party. Bought that case himself. 12/10 someone tell Oshie it's Wednesday morning ,Oshie,12.0,10.0,None,1.2,None,None,None,None,None,30048.0,9134.0
813944609378369540,2016-12-28 03:08:11+00:00,This is Bruce. He never backs down from a challenge. 11/10 you got this Bruce ,Bruce,11.0,10.0,None,1.1,None,None,None,None,None,0.0,3353.0
813910438903693312,2016-12-28 00:52:25+00:00,This is Chubbs. He dug a hole and now he's stuck in it. Dang h*ckin doggo. 11/10 would assist ,Chubbs,11.0,10.0,doggo,1.1,siberian husky,siberian husky,None,None,None,9706.0,1966.0
813812741911748608,2016-12-27 18:24:12+00:00,"Meet Gary, Carrie Fisher's dog. Idk what I can say about Gary that reflects the inspirational awesomeness that was Carrie Fisher. 14/10 RIP ",Gary,14.0,10.0,None,1.4,french bulldog,french bulldog,french bulldog,None,None,37990.0,14698.0
813800681631023104,2016-12-27 17:36:16+00:00,This is Sky. She's learning how to roll her R's. 12/10 cultured af ,Sky,12.0,10.0,None,1.2,malamute,None,None,None,None,8697.0,1850.0
813217897535406080,2016-12-26 03:00:30+00:00,Here is Atlas. He went all out this year. 13/10 downright magical af ,Atlas,13.0,10.0,None,1.3,samoyed,samoyed,samoyed,samoyed,samoyed,19473.0,7675.0
813202720496779264,2016-12-26 02:00:11+00:00,Here's a doggo who has concluded that Christmas is entirely too bright. Requests you tone it down a notch. 11/10 ,None,11.0,10.0,doggo,1.1,cocker spaniel,cocker spaniel,cocker spaniel,None,None,9613.0,1894.0
813187593374461952,2016-12-26 01:00:05+00:00,We only rate dogs. Please don't send in other things like this very good Christmas tree. Thank you... 13/10 ,None,13.0,10.0,None,1.3,golden retriever,golden retriever,golden retriever,golden retriever,None,20738.0,4602.0
813172488309972993,2016-12-26 00:00:03+00:00,This is Eleanor. She winks like she knows many things that you don't. 12/10 ,Eleanor,12.0,10.0,None,1.2,None,None,None,None,None,9708.0,2020.0
813157409116065792,2016-12-25 23:00:08+00:00,This is Layla. It is her first Christmas. She got to be one of the presents. 12/10 I wish my presents would bark ,Layla,12.0,10.0,None,1.2,None,None,None,None,None,8106.0,2328.0
813142292504645637,2016-12-25 22:00:04+00:00,Everybody stop what you're doing and look at this dog with her tiny Santa hat. 13/10 ,None,13.0,10.0,None,1.3,beagle,beagle,beagle,beagle,None,8828.0,2498.0
813130366689148928,2016-12-25 21:12:41+00:00,I've been informed by multiple sources that this is actually a dog elf who's tired from helping Santa all night. Pupgraded to 12/10,None,12.0,10.0,None,1.2,,,,,,4671.0,473.0
813127251579564032,2016-12-25 21:00:18+00:00,Here's an anonymous doggo that appears to be very done with Christmas. 11/10 cheer up pup ,None,11.0,10.0,doggo,1.1,None,None,None,None,None,12377.0,3291.0
813112105746448384,2016-12-25 20:00:07+00:00,Meet Toby. He's pupset because his hat isn't big enough. Christmas is ruined. 12/10 it'll be ok Toby ,Toby,12.0,10.0,None,1.2,None,None,None,None,None,10754.0,2893.0
813096984823349248,2016-12-25 19:00:02+00:00,This is Rocky. He got triple-doggo-dared. Stuck af. 11/10 someone help him ,Rocky,11.0,10.0,doggo,1.1,None,None,None,None,None,10984.0,3804.0
813081950185472002,2016-12-25 18:00:17+00:00,This is Baron. He's officially festive as h*ck. Thinks it's just a fancy scarf. 11/10 would pat head approvingly ,Baron,11.0,10.0,None,1.1,doberman,doberman,doberman,doberman,doberman,10314.0,2915.0
813066809284972545,2016-12-25 17:00:08+00:00,This is Tyr. He is disgusted by holiday traffic. Just trying to get to Christmas brunch on time. 12/10 hurry up pup ,Tyr,12.0,10.0,None,1.2,toy terrier,toy terrier,toy terrier,None,None,8320.0,2055.0
813051746834595840,2016-12-25 16:00:16+00:00,This is Bauer. He had nothing to do with the cookies that disappeared. 13/10 very good boy ,Bauer,13.0,10.0,None,1.3,golden retriever,golden retriever,golden retriever,golden retriever,golden retriever,21878.0,7741.0
812781120811126785,2016-12-24 22:04:54+00:00,This is Swagger. He's the Cleveland Browns ambassador. Hype as h*ck after that first win today. 10/10 ,Swagger,10.0,10.0,None,1.0,bull mastiff,bull mastiff,bull mastiff,bull mastiff,bull mastiff,7918.0,2017.0
812747805718642688,2016-12-24 19:52:31+00:00,"Meet Sammy. At first I was like ""that's a snowflake. we only rate dogs,"" but he would've melted by now, so 10/10 ",Sammy,10.0,10.0,None,1.0,,,,,,,
812709060537683968,2016-12-24 17:18:34+00:00,This is Brandi and Harley. They are practicing their caroling for later. Both 12/10 festive af ,Brandi,12.0,10.0,None,1.2,None,None,None,None,None,6921.0,1505.0
812503143955202048,2016-12-24 03:40:19+00:00,"I'm happy to inform you all that Jake is in excellent hands. 13/10 for him and his new family 
 ",None,13.0,10.0,None,1.3,None,None,None,None,None,6340.0,1294.0
812466873996607488,2016-12-24 01:16:12+00:00,This is Mary. She's desperately trying to recreate her Coachella experience.   12/10 downright h*ckin adorable ,Mary,12.0,10.0,None,1.2,None,None,None,None,None,8333.0,2031.0
812372279581671427,2016-12-23 19:00:19+00:00,This is Moe. He's a fetty woof. Got a cardboard cutout of himself for Christmas. 13/10 inspirational af ,Moe,13.0,10.0,None,1.3,golden retriever,golden retriever,golden retriever,None,None,14308.0,3864.0
811985624773361665,2016-12-22 17:23:53+00:00,Say hello to Ted. He accidentally opened the front facing camera. 11/10 h*ckin unpupared ,Ted,11.0,10.0,None,1.1,staffordshire bullterrier,staffordshire bullterrier,None,None,None,7584.0,1480.0
811744202451197953,2016-12-22 01:24:33+00:00,This is Halo. She likes watermelon. 13/10 ,Halo,13.0,10.0,None,1.3,None,None,None,None,None,7890.0,1681.0
811647686436880384,2016-12-21 19:01:02+00:00,PUPDATE: I've been informed that Augie was actually bringing his family these flowers when he tripped. Very good boy. Pupgraded to 11/10,None,11.0,10.0,None,1.1,,,,,,5847.0,784.0
811627233043480576,2016-12-21 17:39:46+00:00,This is Augie. He's a savage. Doesn't give a h*ck about your garden. Still 10/10 would forgive then pet ,Augie,10.0,10.0,None,1.0,None,None,None,None,None,13344.0,3270.0
811386762094317568,2016-12-21 01:44:13+00:00,This is Craig. That's actually a normal sized fence he's stuck on. H*ckin massive pupper. 11/10 someone help him ,Craig,11.0,10.0,None,1.1,pembroke,pembroke,pembroke,pembroke,None,21849.0,6723.0
810984652412424192,2016-12-19 23:06:23+00:00,"Meet Sam. She smiles 24/7 &amp; secretly aspires to be a reindeer. 
Keep Sam smiling by clicking and sharing this link:
 ",Sam,24.0,7.0,None,3.4285714285714284,golden retriever,golden retriever,golden retriever,golden retriever,None,5584.0,1519.0
810896069567610880,2016-12-19 17:14:23+00:00,"This is Hunter. He just found out he needs braces. Requesting an orthodogtist stat. 11/10 you're fine Hunter, everything's fine ",Hunter,11.0,10.0,None,1.1,flat-coated retriever,flat-coated retriever,flat-coated retriever,flat-coated retriever,None,9450.0,1869.0
810657578271330305,2016-12-19 01:26:42+00:00,This is Pavlov. His floatation device has failed him. He's quite pupset about it. 11/10 would rescue ,Pavlov,11.0,10.0,None,1.1,malamute,malamute,malamute,None,None,11479.0,2797.0
810284430598270976,2016-12-18 00:43:57+00:00,This is Phil. He's a father. A very good father too. 13/10 everybody loves Phil ,Phil,13.0,10.0,None,1.3,malamute,malamute,None,None,None,36929.0,11970.0
809808892968534016,2016-12-16 17:14:20+00:00,This is Maximus. His face is stuck like that. Tragic really. Great tongue tho. 12/10 would pet firmly ,Maximus,12.0,10.0,None,1.2,labrador retriever,labrador retriever,labrador retriever,labrador retriever,None,0.0,5160.0
809448704142938112,2016-12-15 17:23:04+00:00,"I call this one ""A Blep by the Sea"" 12/10 ",None,12.0,10.0,None,1.2,None,None,None,None,None,7263.0,1544.0
809220051211603969,2016-12-15 02:14:29+00:00,This is Kyro. He's a Stratocumulus Flop. Tongue ejects at random. Serious h*ckin condition. Still 12/10 would pet passionately ,Kyro,12.0,10.0,None,1.2,pomeranian,pomeranian,pomeranian,pomeranian,None,20829.0,5910.0
809084759137812480,2016-12-14 17:16:53+00:00,"This is Wallace. You said you brushed your teeth but he checked your toothbrush and it was bone dry. 11/10 not pupset, just disappointed ",Wallace,11.0,10.0,None,1.1,vizsla,vizsla,vizsla,vizsla,vizsla,13819.0,3716.0
808838249661788160,2016-12-14 00:57:20+00:00,This is Ito. He'll be your uber driver tonight. Currently adjusting the mirrors. 13/10 incredibly h*ckin responsible ,Ito,13.0,10.0,None,1.3,None,None,None,None,None,10573.0,3220.0
808733504066486276,2016-12-13 18:01:07+00:00,Here's a pupper in a onesie. Quite pupset about it. Currently plotting revenge. 12/10 would rescue ,None,12.0,10.0,None,1.2,None,None,None,None,None,8286.0,2288.0
808501579447930884,2016-12-13 02:39:32+00:00,This is Koda. He dug a hole and then sat in it because why not. Unamused by the bath that followed. 12/10 ,Koda,12.0,10.0,None,1.2,None,None,None,None,None,11814.0,2744.0
808134635716833280,2016-12-12 02:21:26+00:00,This is Milo. I would do terrible things for Milo. 13/10 ,Milo,13.0,10.0,None,1.3,cocker spaniel,cocker spaniel,cocker spaniel,None,None,0.0,6263.0
808106460588765185,2016-12-12 00:29:28+00:00,Here we have Burke (pupper) and Dexter (doggo). Pupper wants to be exactly like doggo. Both 12/10 would pet at same time ,None,12.0,10.0,doggo,1.2,None,None,None,None,None,9177.0,2334.0
808001312164028416,2016-12-11 17:31:39+00:00,This is Cooper. He likes to stick his tongue out at you and then laugh about it. 12/10 quite the jokester ,Cooper,12.0,10.0,None,1.2,labrador retriever,labrador retriever,labrador retriever,None,None,13151.0,3735.0
807621403335917568,2016-12-10 16:22:02+00:00,This is Ollie Vue. He was a 3 legged pupper on a mission to overcome everything. This is very hard to write. 14/10 we will miss you Ollie ,Ollie,14.0,10.0,None,1.4,golden retriever,golden retriever,golden retriever,golden retriever,None,15248.0,3852.0
807059379405148160,2016-12-09 03:08:45+00:00,This is Cali. She arrived preassembled. Convenient af. 12/10 appears to be rather h*ckin pettable ,Cali,12.0,10.0,None,1.2,None,None,None,None,None,0.0,7731.0
807010152071229440,2016-12-08 23:53:08+00:00,This is Lennon. He's a Boopershnoop Pupperdoop. Quite rare. Exceptionally pettable. 12/10 would definitely boop that shnoop ,Lennon,12.0,10.0,None,1.2,golden retriever,golden retriever,None,None,None,13664.0,4064.0
806620845233815552,2016-12-07 22:06:10+00:00,Idk why this keeps happening. We only rate dogs. Not Bangladeshi Couch Chipmunks. Please only send dogs... 12/10 ,None,12.0,10.0,None,1.2,,,,,,0.0,5837.0
806576416489959424,2016-12-07 19:09:37+00:00,Hooman catch successful. Massive hit by dog. Fumble ensued. Possession to dog. 13/10 ,None,13.0,10.0,None,1.3,,,,,,5092.0,2051.0
806542213899489280,2016-12-07 16:53:43+00:00,This is Waffles. He's concerned that the dandruff shampoo he just bought is faulty. 11/10 tragic af ,Waffles,11.0,10.0,None,1.1,vizsla,vizsla,vizsla,vizsla,vizsla,10704.0,2488.0
806242860592926720,2016-12-06 21:04:11+00:00,This is Dave. He's currently in a predicament. Doesn't seem to mind tho. 12/10 someone assist Dave ,Dave,12.0,10.0,None,1.2,cardigan,None,None,None,None,0.0,12287.0
806219024703037440,2016-12-06 19:29:28+00:00,We only rate dogs. Please stop sending in non-canines like this Freudian Poof Lion. This is incredibly frustrating... 11/10 ,None,11.0,10.0,None,1.1,chow,chow,chow,chow,None,6726.0,1255.0
805958939288408065,2016-12-06 02:15:59+00:00,"This is Penny. She fought a bee and the bee won. 10/10 you're fine Penny, everything's fine ",Penny,10.0,10.0,None,1.0,irish setter,None,None,None,None,0.0,5663.0
805932879469572096,2016-12-06 00:32:26+00:00,This is Major. He put on a tie for his first real walk. Only a little crooked. Can also drool upwards. H*ckin talented. 12/10 ,Major,12.0,10.0,None,1.2,norwegian elkhound,norwegian elkhound,None,None,None,8662.0,2020.0
805826884734976000,2016-12-05 17:31:15+00:00,This is Duke. He is not a fan of the pupporazzi. 12/10 ,Duke,12.0,10.0,None,1.2,None,None,None,None,None,6878.0,1927.0
805823200554876929,2016-12-05 17:16:37+00:00,This is Reginald. He's one magical puppo. Aerodynamic af. 12/10 would catch ,Reginald,12.0,10.0,None,1.2,,,,,,0.0,8483.0
805520635690676224,2016-12-04 21:14:20+00:00,This is Zeke the Wonder Dog. He never let that poor man keep his frisbees. One of the Spartans all time greatest receivers. 13/10 RIP Zeke ,Zeke,13.0,10.0,None,1.3,malinois,malinois,None,None,None,6015.0,1741.0
805487436403003392,2016-12-04 19:02:24+00:00,"Meet Sansa and Gary. They run along the fence together everyday, so the owners installed a window for them. Both 12/10 h*ckin romantic af ",Sansa,12.0,10.0,None,1.2,None,None,None,None,None,9200.0,2675.0
